year,realrinc,age,occ10,occrecode,prestg10,childs,wrkstat,gender,educcat,maritalcat
2016,,62,6440,Construction/Extraction,43,2,Other,Male,Less Than High School,Divorced
2016,6435,50,7340,"Installation, Maintenance, and Repair",44,1,Full-Time,Male,High School,Widowed
2016,25740,35,3255,Professional,64,2,Full-Time,Female,Junior College,Married
2016,4212,38,4720,Sales,28,2,Housekeeper,Female,High School,Separated
2016,46800,61,9130,Transportation,35,3,Full-Time,Male,High School,Married
2016,15210,61,6420,Construction/Extraction,35,0,Full-Time,Female,High School,Never Married
2016,,46,,,,8,Housekeeper,Female,Less Than High School,Married
2016,31590.000000000004,46,6230,Construction/Extraction,44,0,Full-Time,Male,Less Than High School,Married
2016,234,50,6050,"Farming, Fishing, and Forestry",27,5,Housekeeper,Male,Less Than High School,Widowed
2016,15210,39,8140,Production,38,4,Full-Time,Male,High School,Married
2016,,64,4250,Service,37,3,Retired,Male,High School,Married
2016,1638,42,3600,Service,48,5,Temporarily Not Working,Female,Less Than High School,Married
2016,,43,4700,Sales,38,1,Housekeeper,Female,High School,Divorced
2016,,38,430,Business/Finance,39,0,Full-Time,Male,High School,Married
2016,,40,4230,Service,25,4,Housekeeper,Female,High School,Never Married
2016,25740,59,5120,Office and Administrative Support,45,3,Full-Time,Female,High School,Married
2016,21060,50,5000,Office and Administrative Support,46,1,Full-Time,Male,High School,Married
2016,31590.000000000004,52,7700,Production,50,3,Full-Time,Female,Graduate,Never Married
2016,,39,4720,Sales,28,2,Full-Time,Female,High School,Separated
2016,5265,42,4140,Service,20,2,Full-Time,Male,Less Than High School,Married
2016,,52,6040,"Farming, Fishing, and Forestry",33,4,Housekeeper,Female,Less Than High School,Divorced
2016,12870,43,9620,Transportation,25,5,Full-Time,Female,Less Than High School,Never Married
2016,4212,55,9620,Transportation,25,6,Retired,Female,Less Than High School,Widowed
2016,2574,55,8800,Production,24,3,Temporarily Not Working,Female,Less Than High School,Separated
2016,,59,3500,Professional,69,0,Retired,Female,High School,Married
2016,234,54,4230,Service,25,3,Part-Time,Female,High School,Divorced
2016,6435,38,6040,"Farming, Fishing, and Forestry",33,0,Full-Time,Female,High School,Never Married
2016,,61,,,,3,Housekeeper,Female,High School,Divorced
2016,,56,6130,"Farming, Fishing, and Forestry",29,4,Full-Time,Male,Less Than High School,Divorced
2016,6435,58,2540,Professional,48,1,Housekeeper,Female,High School,Never Married
2016,38610,40,6520,Construction/Extraction,35,1,Full-Time,Male,High School,Never Married
2016,,53,9120,Transportation,35,5,Part-Time,Female,High School,Never Married
2016,,63,3800,Service,40,2,Housekeeper,Female,Junior College,Separated
2016,,62,6260,Construction/Extraction,28,2,"Unemployed, Laid Off",Male,High School,Divorced
2016,,42,3255,Professional,64,3,Full-Time,Male,Bachelor,Married
2016,7605,53,4965,Sales,31,3,Full-Time,Female,Bachelor,Divorced
2016,56160,46,1020,Professional,60,4,Full-Time,Male,Bachelor,Divorced
2016,38610,55,6355,Construction/Extraction,49,4,Full-Time,Male,High School,Divorced
2016,,57,3255,Professional,64,3,Part-Time,Female,Junior College,Widowed
2016,9945,51,7810,Production,28,3,Full-Time,Male,High School,Married
2016,,64,4610,Service,48,6,Retired,Female,High School,Married
2016,,55,7010,"Installation, Maintenance, and Repair",49,0,Full-Time,Female,Bachelor,Divorced
2016,25740,62,5230,Office and Administrative Support,29,2,Full-Time,Male,Bachelor,Married
2016,15210,35,4060,Service,24,2,Full-Time,Female,High School,Never Married
2016,11115,44,4230,Service,25,1,Full-Time,Female,Junior College,Divorced
2016,38610,60,1640,Professional,45,2,Full-Time,Male,Bachelor,Married
2016,21060,47,8030,Production,40,1,Full-Time,Male,High School,Married
2016,21060,52,2320,Professional,64,2,Full-Time,Male,Bachelor,Married
2016,6435,38,4250,Service,37,2,Full-Time,Male,High School,Married
2016,11115,49,5120,Office and Administrative Support,45,0,Part-Time,Female,High School,Married
2016,31590.000000000004,58,820,Business/Finance,52,3,Full-Time,Female,High School,Married
2016,,62,5810,Office and Administrative Support,37,1,Part-Time,Female,Bachelor,Divorced
2016,,56,50,Business/Finance,53,2,Full-Time,Male,Junior College,Married
2016,15210,40,4700,Sales,38,4,Full-Time,Male,Less Than High School,Married
2016,38610,63,950,Business/Finance,39,2,Full-Time,Female,High School,Married
2016,1638,40,3320,Professional,59,2,Full-Time,Male,Bachelor,Married
2016,21060,35,3255,Professional,64,2,Full-Time,Female,Junior College,Separated
2016,4212,41,3600,Service,48,3,Full-Time,Female,High School,Married
2016,12870,56,3649,Service,53,0,Full-Time,Female,Junior College,Married
2016,,57,6260,Construction/Extraction,28,2,Part-Time,Male,High School,Never Married
2016,17550,57,2860,Professional,56,2,Full-Time,Female,Graduate,Married
2016,5265,55,4020,Service,33,2,Full-Time,Female,High School,Married
2018,,43,630,Business/Finance,47,0,Temporarily Not Working,Male,Junior College,Never Married
2018,45400,42,1106,Professional,61,2,Full-Time,Male,Bachelor,Married
2018,54480,63,3320,Professional,59,2,Full-Time,Female,Bachelor,Married
2018,8512.5,59,3600,Service,48,6,Full-Time,Female,High School,Divorced
2018,17025,43,5610,Office and Administrative Support,35,0,Full-Time,Male,High School,Never Married
2018,908,62,4600,Service,35,4,Full-Time,Female,Less Than High School,Widowed
2018,45400,55,6700,Construction/Extraction,39,2,Full-Time,Male,High School,Married
2018,54480,59,10,Business/Finance,72,2,Full-Time,Male,Graduate,Divorced
2018,,61,5540,Office and Administrative Support,45,2,Retired,Female,High School,Divorced
2018,45400,44,1720,Professional,72,2,Full-Time,Male,Bachelor,Married
2018,,41,4720,Sales,28,2,Housekeeper,Female,High School,Never Married
2018,30645,55,3255,Professional,64,0,"Unemployed, Laid Off",Female,Bachelor,Married
2018,30645,40,2320,Professional,64,2,Full-Time,Female,Graduate,Divorced
2018,45400,40,3255,Professional,64,1,Full-Time,Female,Junior College,Married
2018,20430,37,6330,Construction/Extraction,35,0,Full-Time,Male,High School,Never Married
2018,8512.5,56,2010,Professional,54,3,Part-Time,Female,Bachelor,Married
2018,,42,,,,5,Housekeeper,Female,Less Than High School,Never Married
2018,,40,3600,Service,48,3,Housekeeper,Female,High School,Divorced
2018,,60,800,Business/Finance,60,2,Housekeeper,Female,Bachelor,Married
2018,54480,56,350,Business/Finance,64,0,Full-Time,Female,Bachelor,Divorced
2018,,55,4600,Service,35,3,Part-Time,Female,Less Than High School,Divorced
2018,20430,45,3540,Professional,53,1,Full-Time,Male,Graduate,Married
2018,,50,,,,,,Female,High School,
2018,17025,52,7210,"Installation, Maintenance, and Repair",42,0,Full-Time,Male,High School,Never Married
2018,,62,4220,Service,24,1,Retired,Female,High School,Widowed
2018,,60,735,Business/Finance,57,0,Temporarily Not Working,Male,Graduate,Married
2018,30645,62,2910,Professional,48,2,Housekeeper,Female,Bachelor,Divorced
2018,14755,46,3600,Service,48,3,Part-Time,Female,High School,Widowed
2018,37455,40,520,Business/Finance,45,2,Part-Time,Male,Graduate,Married
2018,,53,1006,Professional,65,3,Housekeeper,Female,Graduate,Married
2018,12485,42,50,Business/Finance,53,3,Full-Time,Female,High School,Separated
2018,37455,59,3600,Service,48,2,Full-Time,Female,Graduate,Divorced
2018,151050.72136000003,46,1020,Professional,60,2,Full-Time,Male,Bachelor,Married
2018,63560,55,3050,Professional,66,1,Full-Time,Male,Bachelor,Divorced
2018,,43,740,Business/Finance,33,2,Housekeeper,Female,Bachelor,Married
2018,4086,45,5860,Office and Administrative Support,32,2,"Unemployed, Laid Off",Female,High School,Never Married
2018,9647.5,42,4600,Service,35,3,Part-Time,Female,Less Than High School,Married
2018,24970,41,4840,Sales,43,0,Full-Time,Female,Bachelor,Never Married
2018,,64,3600,Service,48,1,Retired,Female,High School,Widowed
2018,,53,7750,Production,35,4,Retired,Male,Less Than High School,Never Married
2018,,59,5700,Office and Administrative Support,47,3,Retired,Female,High School,Separated
2018,,35,,,,0,Housekeeper,Male,High School,Never Married
2018,30645,37,310,Business/Finance,39,0,Full-Time,Male,Junior College,Married
2018,14755,42,1010,Professional,63,2,Full-Time,Female,Graduate,Married
2018,63560,37,735,Business/Finance,57,2,Full-Time,Female,Bachelor,Married
2018,,47,2145,Professional,52,1,Housekeeper,Female,Junior College,Married
2018,,63,,,,,,Female,Less Than High School,Married
2018,,42,,,,1,Full-Time,Female,High School,Married
2018,7377.5,37,3645,Service,51,1,Full-Time,Female,High School,Divorced
2018,20430,40,4010,Service,38,4,Full-Time,Female,High School,Married
2018,227,53,4230,Service,25,2,Full-Time,Female,High School,Never Married
2018,151050.72136000003,46,9620,Transportation,25,2,Temporarily Not Working,Male,High School,Married
2018,24970,55,2430,Professional,55,0,Full-Time,Male,Graduate,Married
2018,45400,42,2110,Professional,75,0,Temporarily Not Working,Male,Graduate,Never Married
2018,,62,4600,Service,35,1,Housekeeper,Female,Less Than High School,Widowed
2018,24970,45,2010,Professional,54,0,Temporarily Not Working,Male,Bachelor,Separated
2018,,60,8740,Production,39,1,Housekeeper,Female,Less Than High School,Widowed
2018,24970,48,3740,Service,59,1,Full-Time,Male,Less Than High School,Divorced
2018,54480,50,110,Business/Finance,60,0,Full-Time,Male,Graduate,Married
2018,30645,56,1010,Professional,63,0,Temporarily Not Working,Male,Graduate,Never Married
2018,45400,60,5520,Office and Administrative Support,32,0,Full-Time,Male,High School,Never Married
2018,,54,2000,Professional,51,5,Part-Time,Female,Bachelor,Married
2018,,62,520,Business/Finance,45,2,Housekeeper,Female,Junior College,Married
2018,45400,55,3255,Professional,64,2,Full-Time,Female,Junior College,Divorced
2018,6242.5,56,5700,Office and Administrative Support,47,1,Part-Time,Female,High School,Married
2018,,58,4010,Service,38,0,Housekeeper,Male,Junior College,Never Married
2018,,35,120,Business/Finance,53,2,Full-Time,Male,Bachelor,Married
2018,,42,420,Business/Finance,52,2,Other,Female,Junior College,Married
2018,6242.5,48,4510,Service,36,2,Part-Time,Female,High School,Married
2018,,56,5400,Office and Administrative Support,38,3,Housekeeper,Female,High School,Married
2018,20430,61,120,Business/Finance,53,2,Full-Time,Female,High School,Married
2018,14755,59,2540,Professional,48,2,Part-Time,Female,Bachelor,Married
2018,45400,48,2320,Professional,64,0,Full-Time,Male,Graduate,Never Married
2018,,39,3630,Service,36,0,Part-Time,Female,Bachelor,Never Married
2018,20430,38,710,Business/Finance,51,2,Full-Time,Male,Graduate,Married
2018,72640,39,2850,Professional,67,1,Full-Time,Female,Graduate,Never Married
2018,,52,,,,4,Housekeeper,Female,High School,Married
2018,,41,3010,Professional,72,1,Housekeeper,Female,Graduate,Married
2018,63560,60,1300,Professional,73,3,Full-Time,Male,Bachelor,Married
2018,54480,60,2145,Professional,52,0,Full-Time,Male,High School,Married
2018,20430,35,5620,Office and Administrative Support,25,0,Full-Time,Female,Bachelor,Married
2018,4086,38,9640,Transportation,22,2,Full-Time,Female,Less Than High School,Married
2018,20430,55,7340,"Installation, Maintenance, and Repair",44,2,Full-Time,Male,Junior College,Divorced
2018,,49,5620,Office and Administrative Support,25,0,Housekeeper,Male,Less Than High School,Divorced
2018,30645,56,3740,Service,59,3,Full-Time,Male,High School,Divorced
2018,45400,59,1820,Professional,71,2,Full-Time,Female,Graduate,Separated
2018,30645,39,2015,Professional,47,0,Full-Time,Female,Graduate,Never Married
2018,,35,3600,Service,48,1,"Unemployed, Laid Off",Female,High School,Never Married
2018,8512.5,46,350,Business/Finance,64,4,Full-Time,Female,Bachelor,Separated
2018,20430,57,3600,Service,48,0,Full-Time,Male,Less Than High School,Never Married
2018,908,35,4220,Service,24,4,Full-Time,Female,Less Than High School,Married
2018,12485,58,4965,Sales,31,4,Full-Time,Female,High School,Separated
2018,3405,48,8320,Production,32,5,Full-Time,Female,Less Than High School,Married
2018,6242.5,51,7750,Production,35,3,Full-Time,Female,Less Than High School,Separated
2018,17025,41,5840,Office and Administrative Support,38,2,Full-Time,Female,High School,Married
2018,,51,8800,Production,24,2,Housekeeper,Female,High School,Married
2018,,41,,,,4,Housekeeper,Female,Less Than High School,Married
2018,,43,6230,Construction/Extraction,44,0,Full-Time,Male,Less Than High School,Never Married
2018,,53,4060,Service,24,0,Part-Time,Male,Bachelor,Never Married
2018,24970,46,7330,"Installation, Maintenance, and Repair",38,0,Full-Time,Male,Junior College,Never Married
2018,24970,36,4760,Sales,31,3,Full-Time,Male,High School,Married
2018,20430,60,410,Business/Finance,41,0,Full-Time,Female,High School,Divorced
2018,,63,725,Business/Finance,49,0,Retired,Female,Bachelor,Never Married
2018,151050.72136000003,36,3010,Professional,72,2,Full-Time,Male,Graduate,Married
2018,,40,4920,Sales,49,2,Housekeeper,Female,Bachelor,Married
2018,72640,42,10,Business/Finance,72,3,Full-Time,Female,Graduate,Married
2018,63560,61,540,Business/Finance,46,0,Full-Time,Male,High School,Separated
2018,,52,6260,Construction/Extraction,28,1,Housekeeper,Male,High School,Never Married
2018,,36,5620,Office and Administrative Support,25,0,Part-Time,Female,High School,Never Married
2018,30645,36,2100,Professional,69,0,Full-Time,Male,Graduate,Never Married
2018,63560,46,4810,Sales,47,1,Full-Time,Male,Bachelor,Divorced
2018,45400,46,1006,Professional,65,2,Full-Time,Male,Bachelor,Married
2018,30645,46,7855,Production,34,1,Full-Time,Male,High School,Never Married
2018,54480,53,8760,Production,49,3,Full-Time,Male,High School,Divorced
2018,24970,36,6010,"Farming, Fishing, and Forestry",47,1,Full-Time,Female,Bachelor,Married
2018,,57,6440,Construction/Extraction,43,1,Retired,Male,Less Than High School,Married
2018,45400,60,4710,Sales,48,0,Full-Time,Male,Bachelor,Never Married
2018,10782.5,53,8720,Production,22,3,Full-Time,Female,Less Than High School,Divorced
2018,30645,38,5000,Office and Administrative Support,46,3,Full-Time,Female,Bachelor,Married
2018,5107.5,48,2630,Professional,46,3,Part-Time,Female,High School,Married
2018,,64,5230,Office and Administrative Support,29,5,Housekeeper,Female,High School,Married
2018,,43,430,Business/Finance,39,2,"Unemployed, Laid Off",Male,Graduate,Married
2018,24970,47,4700,Sales,38,3,Full-Time,Male,High School,Married
2018,,57,8740,Production,39,2,Housekeeper,Male,High School,Married
2018,,50,2400,Professional,55,0,Full-Time,Male,Graduate,Married
2018,54480,46,7700,Production,50,2,Full-Time,Male,High School,Married
2018,,62,5550,Office and Administrative Support,45,1,Retired,Female,High School,Married
2018,2497,50,6660,Construction/Extraction,49,1,Full-Time,Male,Less Than High School,Married
2018,,44,4610,Service,48,5,Housekeeper,Female,High School,Separated
2018,,46,5700,Office and Administrative Support,47,2,Part-Time,Female,Bachelor,Married
2018,,51,2760,Professional,17,3,Part-Time,Male,High School,Married
2018,8512.5,49,5610,Office and Administrative Support,35,8,"Unemployed, Laid Off",Male,Less Than High School,Married
2018,,48,4760,Sales,31,4,Housekeeper,Female,High School,Separated
2018,4086,51,310,Business/Finance,39,1,Full-Time,Female,High School,Divorced
2018,30645,42,800,Business/Finance,60,2,Full-Time,Female,Bachelor,Divorced
2018,,44,1550,Professional,50,3,Full-Time,Male,Bachelor,Married
2018,37455,48,725,Business/Finance,49,0,Full-Time,Female,Bachelor,Married
2018,14755,62,9620,Transportation,25,4,Full-Time,Female,Less Than High School,Widowed
2018,17025,58,9170,Transportation,,3,Full-Time,Female,Junior College,Married
2018,12485,61,5160,Office and Administrative Support,39,3,Full-Time,Female,High School,Married
2018,151050.72136000003,37,9130,Transportation,35,2,Full-Time,Male,Bachelor,Married
2018,2951,61,4920,Sales,49,3,"Unemployed, Laid Off",Female,Junior College,Divorced
2018,,58,3600,Service,48,7,Housekeeper,Female,High School,Never Married
2018,14755,36,7700,Production,50,1,Full-Time,Male,High School,Never Married
2018,30645,45,4850,Sales,45,0,Full-Time,Male,Bachelor,Married
2018,,54,4810,Sales,47,1,Part-Time,Female,Bachelor,Married
2018,14755,61,5240,Office and Administrative Support,31,2,"Unemployed, Laid Off",Female,Bachelor,Married
2018,37455,58,5000,Office and Administrative Support,46,2,Full-Time,Male,Bachelor,Separated
2018,37455,50,540,Business/Finance,46,1,Full-Time,Female,Junior College,Divorced
2018,30645,36,5110,Office and Administrative Support,40,0,Full-Time,Male,Bachelor,Never Married
2018,20430,51,8220,Production,44,0,Full-Time,Male,High School,Never Married
2018,,48,5600,Office and Administrative Support,40,2,Full-Time,Male,Bachelor,Married
2018,45400,53,10,Business/Finance,72,1,Full-Time,Male,Bachelor,Married
2018,151050.72136000003,45,10,Business/Finance,72,2,Full-Time,Male,Graduate,Married
2018,6242.5,36,4610,Service,48,1,Part-Time,Female,High School,Divorced
2018,45400,60,6200,Construction/Extraction,49,1,Full-Time,Male,High School,Married
2018,24970,63,1920,Professional,57,3,Full-Time,Female,Bachelor,Married
2018,30645,52,136,Business/Finance,53,1,Full-Time,Female,High School,Divorced
2018,17025,58,4220,Service,24,0,Full-Time,Male,High School,Married
2018,54480,63,1360,Professional,65,1,Retired,Male,High School,Married
2018,20430,39,5000,Office and Administrative Support,46,1,Full-Time,Female,High School,Never Married
2018,,46,7750,Production,35,3,Full-Time,Female,High School,Separated
2018,54480,59,220,Business/Finance,53,1,Full-Time,Male,Bachelor,Divorced
2018,,63,2340,Professional,38,1,Full-Time,Female,Graduate,Married
2018,20430,38,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Never Married
2018,20430,50,4700,Sales,38,2,Full-Time,Male,High School,Divorced
2018,24970,45,910,Business/Finance,45,3,Full-Time,Female,Bachelor,Married
2018,,39,,,,0,Retired,Male,Graduate,Never Married
2018,37455,44,725,Business/Finance,49,1,Full-Time,Female,Bachelor,Never Married
2018,30645,46,820,Business/Finance,52,1,Full-Time,Female,Bachelor,Married
2018,14755,56,940,Business/Finance,52,2,"Unemployed, Laid Off",Female,High School,Married
2018,37455,37,6355,Construction/Extraction,49,2,Full-Time,Male,High School,Married
2018,54480,52,1006,Professional,65,1,Full-Time,Female,Graduate,Divorced
2018,10782.5,45,3420,Professional,55,2,Full-Time,Female,High School,Divorced
2018,151050.72136000003,57,9040,Transportation,66,3,Retired,Male,Bachelor,Married
2018,151050.72136000003,58,1320,Professional,75,0,Full-Time,Male,Graduate,Widowed
2018,54480,42,1550,Professional,50,2,Full-Time,Male,Graduate,Married
2018,30645,51,2900,Professional,43,2,Full-Time,Male,High School,Married
2018,4086,53,9140,Transportation,26,3,Part-Time,Male,High School,Married
2018,,58,,,,1,Other,Female,Less Than High School,Never Married
2018,8512.5,42,3600,Service,48,0,Full-Time,Male,Junior College,Never Married
2018,17025,37,7270,"Installation, Maintenance, and Repair",,2,Housekeeper,Female,High School,Never Married
2018,151050.72136000003,54,10,Business/Finance,72,4,Full-Time,Male,Graduate,Married
2018,63560,40,2100,Professional,69,2,Full-Time,Female,Bachelor,Married
2018,151050.72136000003,56,4920,Sales,49,0,Full-Time,Female,Bachelor,Divorced
2018,63560,60,2160,Professional,44,3,Full-Time,Male,Graduate,Widowed
2018,63560,35,2840,Professional,55,2,Full-Time,Female,Bachelor,Married
2018,151050.72136000003,55,430,Business/Finance,39,4,Full-Time,Male,Graduate,Married
2018,,53,5160,Office and Administrative Support,39,0,School,Female,High School,Never Married
2018,227,37,5360,Office and Administrative Support,36,4,"Unemployed, Laid Off",Female,High School,Married
2018,151050.72136000003,51,430,Business/Finance,39,1,Full-Time,Female,Graduate,Married
2018,5107.5,35,4610,Service,48,8,Other,Female,High School,Married
2018,,60,50,Business/Finance,53,2,Retired,Female,Graduate,Married
2018,54480,43,1006,Professional,65,2,Full-Time,Male,Graduate,Married
2018,,36,3645,Service,51,6,Housekeeper,Female,High School,Married
2018,45400,39,1965,Professional,43,3,Full-Time,Male,Graduate,Married
2018,37455,52,10,Business/Finance,72,1,Full-Time,Male,Junior College,Never Married
2018,,60,7140,"Installation, Maintenance, and Repair",56,4,Retired,Male,High School,Married
2018,,61,800,Business/Finance,60,2,Housekeeper,Female,High School,Married
2018,14755,40,5000,Office and Administrative Support,46,3,Full-Time,Female,Bachelor,Separated
2018,37455,44,7315,"Installation, Maintenance, and Repair",45,2,Full-Time,Male,Junior College,Divorced
2018,151050.72136000003,61,10,Business/Finance,72,2,Full-Time,Male,High School,Married
2018,45400,38,300,Business/Finance,62,0,Full-Time,Male,Bachelor,Married
2018,14755,45,5360,Office and Administrative Support,36,2,Full-Time,Male,Bachelor,Separated
2018,,61,3245,Professional,62,2,Part-Time,Female,Bachelor,Married
2018,17025,48,1650,Professional,63,1,Part-Time,Male,Bachelor,Married
2018,45400,48,2100,Professional,69,3,Full-Time,Female,Graduate,Married
2018,24970,41,5940,Office and Administrative Support,17,0,Full-Time,Female,Bachelor,Never Married
2018,,38,6230,Construction/Extraction,44,0,Full-Time,Male,Junior College,Married
2018,,55,9620,Transportation,25,2,Full-Time,Female,High School,Divorced
2018,,38,9640,Transportation,22,2,Part-Time,Female,Less Than High School,Married
2018,,36,3600,Service,48,4,"Unemployed, Laid Off",Female,High School,Never Married
2018,,43,2010,Professional,54,3,Temporarily Not Working,Female,High School,Married
2018,,64,3600,Service,48,3,Other,Female,High School,Divorced
2018,20430,53,8140,Production,38,3,Full-Time,Male,High School,Married
2018,,39,3600,Service,48,3,Temporarily Not Working,Female,High School,Divorced
2018,,57,50,Business/Finance,53,2,Full-Time,Male,High School,Married
2018,45400,63,3255,Professional,64,1,Full-Time,Female,Junior College,Married
2018,24970,46,7210,"Installation, Maintenance, and Repair",42,2,Full-Time,Male,High School,Separated
2018,20430,41,7200,"Installation, Maintenance, and Repair",45,3,"Unemployed, Laid Off",Male,High School,Divorced
2018,24970,49,2010,Professional,54,2,Temporarily Not Working,Female,Bachelor,Divorced
2018,37455,59,565,Business/Finance,47,1,Full-Time,Female,Junior College,Married
2018,30645,47,8965,Production,35,2,Full-Time,Male,High School,Divorced
2018,9647.5,57,3600,Service,48,2,Full-Time,Female,High School,Married
2018,1589,51,710,Business/Finance,51,2,Part-Time,Female,Graduate,Married
2018,151050.72136000003,44,840,Business/Finance,58,2,Full-Time,Male,Graduate,Married
2018,30645,46,430,Business/Finance,39,0,Full-Time,Female,Bachelor,Divorced
2018,20430,42,4230,Service,25,3,Full-Time,Female,High School,Married
2018,151050.72136000003,36,20,Business/Finance,50,2,Full-Time,Male,Bachelor,Married
2018,,40,100,Business/Finance,59,2,Housekeeper,Female,Bachelor,Married
2018,4086,59,4760,Sales,31,2,Housekeeper,Female,Bachelor,Married
2018,151050.72136000003,55,7570,"Installation, Maintenance, and Repair",,2,Full-Time,Female,Graduate,Married
2018,24970,35,430,Business/Finance,39,1,Full-Time,Female,Bachelor,Married
2018,,48,8300,Production,26,5,Housekeeper,Female,High School,Married
2018,14755,37,4230,Service,25,1,Full-Time,Female,High School,Never Married
2018,,55,3600,Service,48,5,Housekeeper,Female,Less Than High School,Never Married
2018,24970,46,5610,Office and Administrative Support,35,4,Full-Time,Male,High School,Never Married
2018,45400,46,430,Business/Finance,39,3,Full-Time,Female,Graduate,Divorced
2018,,37,800,Business/Finance,60,1,School,Female,High School,Married
2018,,64,7420,"Installation, Maintenance, and Repair",33,2,Retired,Female,High School,Married
2018,37455,43,1050,Professional,48,0,Full-Time,Male,Junior College,Married
2018,30645,48,3600,Service,48,2,Full-Time,Female,Junior College,Married
2018,37455,55,120,Business/Finance,53,0,Full-Time,Female,Bachelor,Married
2018,14755,37,2010,Professional,54,1,Full-Time,Female,Graduate,Divorced
2018,54480,43,630,Business/Finance,47,0,Full-Time,Male,Graduate,Married
2018,37455,40,2340,Professional,38,0,Full-Time,Female,Graduate,Married
2018,1589,59,7200,"Installation, Maintenance, and Repair",45,2,Full-Time,Male,Bachelor,Married
2018,37455,51,3255,Professional,64,0,Full-Time,Female,Graduate,Never Married
2018,,60,910,Business/Finance,45,2,"Unemployed, Laid Off",Female,High School,Married
2018,,50,3255,Professional,64,5,Housekeeper,Female,High School,Divorced
2018,14755,44,9620,Transportation,25,6,Part-Time,Female,Bachelor,Never Married
2018,72640,46,5000,Office and Administrative Support,46,2,Full-Time,Female,Bachelor,Married
2018,37455,50,205,Business/Finance,46,2,Part-Time,Female,Graduate,Divorced
2018,20430,35,3255,Professional,64,0,Full-Time,Female,Bachelor,Never Married
2018,,35,8740,Production,39,2,Full-Time,Female,Less Than High School,Never Married
2018,14755,53,4220,Service,24,5,Full-Time,Male,Less Than High School,Married
2018,,37,4510,Service,36,4,Housekeeper,Female,Bachelor,Married
2018,,37,1310,Professional,44,1,Full-Time,Male,High School,Married
2018,37455,38,1030,Professional,55,0,Full-Time,Male,High School,Married
2018,54480,39,710,Business/Finance,51,1,Full-Time,Male,Graduate,Married
2018,,50,2200,Professional,74,2,"Unemployed, Laid Off",Male,Bachelor,Married
2018,72640,54,1107,Professional,48,2,Full-Time,Male,Bachelor,Married
2018,,45,910,Business/Finance,45,2,Housekeeper,Male,Bachelor,Married
2018,,48,4920,Sales,49,1,Full-Time,Female,High School,Married
2018,54480,59,120,Business/Finance,53,1,Full-Time,Female,Bachelor,Widowed
2018,7377.5,60,5700,Office and Administrative Support,47,1,Full-Time,Female,High School,Married
2018,24970,63,8140,Production,38,3,Full-Time,Male,High School,Married
2018,6242.5,45,9130,Transportation,35,0,Part-Time,Male,High School,Never Married
2018,151050.72136000003,35,4760,Sales,31,4,Part-Time,Female,High School,Married
2018,,36,6050,"Farming, Fishing, and Forestry",27,3,Full-Time,Female,High School,Married
2018,,61,4010,Service,38,2,Housekeeper,Female,High School,Married
2018,24970,56,4710,Sales,48,1,Full-Time,Female,High School,Divorced
2018,,59,9130,Transportation,35,6,Housekeeper,Male,High School,Divorced
2018,20430,55,3300,Professional,61,1,Full-Time,Male,High School,Never Married
2018,45400,57,50,Business/Finance,53,2,Full-Time,Male,Graduate,Married
2018,,59,3520,Professional,60,3,Retired,Female,High School,Married
2018,37455,61,3540,Professional,53,2,Full-Time,Male,Bachelor,Married
2018,14755,39,725,Business/Finance,49,3,Full-Time,Female,High School,Married
2018,14755,38,5400,Office and Administrative Support,38,2,Full-Time,Female,High School,Married
2018,45400,49,1320,Professional,75,2,Full-Time,Female,Graduate,Divorced
2018,45400,47,9040,Transportation,66,0,Full-Time,Male,Bachelor,Never Married
2018,37455,52,7210,"Installation, Maintenance, and Repair",42,4,Full-Time,Male,High School,Married
2018,30645,35,3255,Professional,64,2,Part-Time,Female,Junior College,Divorced
2018,,54,,,,2,Housekeeper,Female,High School,Married
2018,,39,4710,Sales,48,3,Other,Female,High School,Married
2018,151050.72136000003,61,4840,Sales,43,1,Full-Time,Male,High School,Divorced
2018,45400,53,50,Business/Finance,53,2,Full-Time,Female,Bachelor,Married
2018,,41,3255,Professional,64,2,Full-Time,Female,Bachelor,Married
2018,5107.5,62,4720,Sales,28,4,Part-Time,Female,Junior College,Married
2018,37455,39,120,Business/Finance,53,2,Full-Time,Male,Bachelor,Married
2018,17025,53,2160,Professional,44,2,Full-Time,Female,Bachelor,Married
2018,37455,37,5540,Office and Administrative Support,45,0,Full-Time,Male,Graduate,Married
2018,1589,40,5700,Office and Administrative Support,47,6,Part-Time,Female,High School,Divorced
2018,8512.5,38,9360,Transportation,24,1,Full-Time,Male,High School,Separated
2018,14755,45,5700,Office and Administrative Support,47,3,Temporarily Not Working,Female,High School,Never Married
2018,,63,800,Business/Finance,60,1,Retired,Male,High School,Divorced
2018,20430,44,4850,Sales,45,1,Full-Time,Female,High School,Divorced
2018,10782.5,56,4020,Service,33,1,Full-Time,Male,High School,Never Married
2018,3405,45,4220,Service,24,2,Part-Time,Female,High School,Married
2018,20430,53,7150,"Installation, Maintenance, and Repair",40,2,Full-Time,Male,Bachelor,Married
2018,24970,48,910,Business/Finance,45,3,Full-Time,Female,Bachelor,Divorced
2018,17025,50,3600,Service,48,2,Full-Time,Female,High School,Married
2018,10782.5,51,220,Business/Finance,53,1,Part-Time,Male,Bachelor,Never Married
2018,24970,63,3500,Professional,69,4,Full-Time,Female,High School,Divorced
